left_eye_263,left_eye_387,left_eye_385,left_eye_326,left_eye_380,left_eye_373,right_eye_33,right_eye_160,right_eye_158,right_eye_133,right_eye_153,right_eye_144,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.4955027103424072, 0.5034403800964355, 0.054495811462402344]","[0.5339565873146057, 0.49400097131729126, 0.05573444068431854]","[0.5676817893981934, 0.4946877956390381, 0.06348230689764023]","[0.5921400785446167, 0.5028161406517029, 0.08368891477584839]","[0.5666370391845703, 0.5086421966552734, 0.060584258288145065]","[0.5327891707420349, 0.5085216760635376, 0.05199224129319191]","[0.3772697150707245, 0.5044022798538208, 0.045935750007629395]","[0.34437066316604614, 0.4955799877643585, 0.03674369305372238]","[0.3102397918701172, 0.49726542830467224, 0.03816206380724907]","[0.2827017903327942, 0.5056639909744263, 0.05387037992477417]","[0.3120855689048767, 0.5105424523353577, 0.03580348938703537]","[0.3466648459434509, 0.5095821022987366, 0.033516861498355865]","[0.35842087864875793, 0.6316823959350586, -0.046988412737846375]","[0.42250773310661316, 0.6220780611038208, -0.07290523499250412]","[0.4648069739341736, 0.6218199729919434, -0.06823442876338959]","[0.5181022882461548, 0.6305705904960632, -0.030697330832481384]","[0.46489468216896057, 0.6270549297332764, -0.0705450028181076]","[0.42145922780036926, 0.6273665428161621, -0.07530759274959564]","[0.44083184003829956, 0.39679670333862305, 0.07578308880329132]","[0.4427112936973572, 0.7211737036705017, -0.07722063362598419]"
"[0.49681687355041504, 0.5039824843406677, 0.05585050582885742]","[0.5353028774261475, 0.49410560727119446, 0.057371586561203]","[0.5692107677459717, 0.49473270773887634, 0.06501146405935287]","[0.5936801433563232, 0.5031133890151978, 0.08487768471240997]","[0.5681111812591553, 0.5090492963790894, 0.06174074113368988]","[0.534250795841217, 0.5089631080627441, 0.05324599891901016]","[0.37836331129074097, 0.505148708820343, 0.04744118079543114]","[0.3454837203025818, 0.4958113431930542, 0.03850691393017769]","[0.31117066740989685, 0.49741560220718384, 0.03983433544635773]","[0.2835860848426819, 0.5061935782432556, 0.055312320590019226]","[0.312963604927063, 0.5112751722335815, 0.037230171263217926]","[0.34750840067863464, 0.5103387236595154, 0.034945305436849594]","[0.358941912651062, 0.6326624751091003, -0.04834158718585968]","[0.42333170771598816, 0.6224325299263, -0.07452992349863052]","[0.46593451499938965, 0.6221158504486084, -0.0699295774102211]","[0.5195596814155579, 0.6312763690948486, -0.03204944729804993]","[0.4660441279411316, 0.627778172492981, -0.07233304530382156]","[0.42221125960350037, 0.6281406283378601, -0.07705235481262207]","[0.4430239498615265, 0.3974175453186035, 0.0794287621974945]","[0.4429261088371277, 0.7216019630432129, -0.08033806830644608]"
"[0.49543604254722595, 0.5034316778182983, 0.05487118661403656]","[0.5339667201042175, 0.49368858337402344, 0.056158144026994705]","[0.5679008960723877, 0.49433302879333496, 0.06389753520488739]","[0.5923535823822021, 0.5026403069496155, 0.08411123603582382]","[0.5668444037437439, 0.5086151361465454, 0.06089246645569801]","[0.5329205393791199, 0.508522093296051, 0.05233326554298401]","[0.37671059370040894, 0.5046628713607788, 0.04642047733068466]","[0.3436451554298401, 0.4956665635108948, 0.03729591518640518]","[0.309354305267334, 0.49742451310157776, 0.03875751048326492]","[0.28191596269607544, 0.5060704946517944, 0.05452869459986687]","[0.31134986877441406, 0.5110007524490356, 0.036324821412563324]","[0.34601274132728577, 0.5099683403968811, 0.03397529572248459]","[0.3586285710334778, 0.6323190331459045, -0.047515999525785446]","[0.4227462708950043, 0.6225267648696899, -0.07362299412488937]","[0.4650229215621948, 0.6222521662712097, -0.06900438666343689]","[0.5183730125427246, 0.6311385631561279, -0.03138703107833862]","[0.4651099145412445, 0.6275885701179504, -0.07135093212127686]","[0.4215158522129059, 0.6279215216636658, -0.07603217661380768]","[0.44015127420425415, 0.39706411957740784, 0.07684755325317383]","[0.44275206327438354, 0.721287190914154, -0.07777395099401474]"
"[0.49606502056121826, 0.5036942958831787, 0.05461955815553665]","[0.5346586108207703, 0.4941815137863159, 0.05569727346301079]","[0.5684950351715088, 0.49483722448349, 0.06317537277936935]","[0.5930570363998413, 0.5030369758605957, 0.08306803554296494]","[0.5673972368240356, 0.5088344812393188, 0.06005539000034332]","[0.5335157513618469, 0.5087040662765503, 0.05177003890275955]","[0.37782132625579834, 0.5049227476119995, 0.04714205116033554]","[0.345005065202713, 0.4959143400192261, 0.03829842433333397]","[0.31078627705574036, 0.49756526947021484, 0.039931513369083405]","[0.28335368633270264, 0.5062280297279358, 0.055734723806381226]","[0.3125762343406677, 0.5111687779426575, 0.03745785355567932]","[0.3470633924007416, 0.5101712942123413, 0.03491818159818649]","[0.358754962682724, 0.6321659088134766, -0.046942442655563354]","[0.42261478304862976, 0.6222410202026367, -0.07369612157344818]","[0.4652027487754822, 0.6218665838241577, -0.06938581168651581]","[0.5190057754516602, 0.6305828094482422, -0.031780265271663666]","[0.465242862701416, 0.6275995373725891, -0.07171431928873062]","[0.4214058220386505, 0.628007173538208, -0.07616592198610306]","[0.4419217109680176, 0.3976300358772278, 0.07770510762929916]","[0.4426748752593994, 0.7214184403419495, -0.07858080416917801]"
"[0.4965754449367523, 0.5034922361373901, 0.05380251631140709]","[0.5352277755737305, 0.4941083788871765, 0.05460634082555771]","[0.5691091418266296, 0.4948597252368927, 0.06202470511198044]","[0.5936457514762878, 0.5031285881996155, 0.08199659734964371]","[0.5680326223373413, 0.509015679359436, 0.05905698612332344]","[0.5340525507926941, 0.5088121294975281, 0.05081439018249512]","[0.3783401548862457, 0.5044500231742859, 0.04668465629220009]","[0.34557563066482544, 0.4954195022583008, 0.03790595009922981]","[0.3114722967147827, 0.49702689051628113, 0.039724867790937424]","[0.2842012047767639, 0.5055394172668457, 0.0557284913957119]","[0.31299078464508057, 0.5106268525123596, 0.037276897579431534]","[0.3474755585193634, 0.509764552116394, 0.03460995852947235]","[0.3588952124118805, 0.6315665245056152, -0.04662869870662689]","[0.42188817262649536, 0.6222403049468994, -0.07271504402160645]","[0.4635104238986969, 0.6220027208328247, -0.06860023736953735]","[0.5171904563903809, 0.6305816173553467, -0.03237282112240791]","[0.4635234773159027, 0.626677393913269, -0.0710412859916687]","[0.4205384850502014, 0.62694251537323, -0.07523433864116669]","[0.4429842233657837, 0.39666542410850525, 0.0760941207408905]","[0.44019562005996704, 0.7201764583587646, -0.07739315927028656]"
"[0.49628946185112, 0.5015487670898438, 0.05423952266573906]","[0.5352926254272461, 0.4919630289077759, 0.05513843894004822]","[0.5694690346717834, 0.49292218685150146, 0.06278996914625168]","[0.5937004685401917, 0.5014631152153015, 0.08331262320280075]","[0.5682510137557983, 0.5069286227226257, 0.06022694334387779]","[0.5340796709060669, 0.5066572427749634, 0.05158962309360504]","[0.3770742118358612, 0.502165675163269, 0.04635673016309738]","[0.343818724155426, 0.4930030107498169, 0.03699047863483429]","[0.30926573276519775, 0.49470049142837524, 0.03847683593630791]","[0.2818770408630371, 0.5033538937568665, 0.05458485707640648]","[0.31119248270988464, 0.5082053542137146, 0.036467261612415314]","[0.3459518551826477, 0.5072889924049377, 0.03392248600721359]","[0.35917413234710693, 0.6308322548866272, -0.046399448066949844]","[0.4236714541912079, 0.6210941076278687, -0.07269503176212311]","[0.4654218256473541, 0.6208207607269287, -0.0683717206120491]","[0.5190995335578918, 0.629658579826355, -0.031082091853022575]","[0.46553874015808105, 0.6256652474403381, -0.07058452814817429]","[0.42212992906570435, 0.6259340047836304, -0.07500872015953064]","[0.4425608217716217, 0.3963671326637268, 0.07383392006158829]","[0.4403209686279297, 0.719399094581604, -0.07518457621335983]"
"[0.4974232017993927, 0.501876950263977, 0.0556287057697773]","[0.5367017388343811, 0.49134117364883423, 0.05705748498439789]","[0.5713971853256226, 0.4922811985015869, 0.06503114849328995]","[0.5953692197799683, 0.5013295412063599, 0.08584452420473099]","[0.5699711441993713, 0.5071069002151489, 0.062250785529613495]","[0.5356126427650452, 0.5069094300270081, 0.0532715767621994]","[0.37683776021003723, 0.5022941827774048, 0.04650475084781647]","[0.34293538331985474, 0.49225592613220215, 0.03690125420689583]","[0.3075665533542633, 0.4938819408416748, 0.03806374594569206]","[0.27989450097084045, 0.5030226707458496, 0.05402171239256859]","[0.30986151099205017, 0.5082485675811768, 0.03589341789484024]","[0.34518319368362427, 0.5074045658111572, 0.033627793192863464]","[0.3596620261669159, 0.6315546035766602, -0.04817767068743706]","[0.4253445863723755, 0.6219286918640137, -0.07394763082265854]","[0.467306524515152, 0.6217237710952759, -0.0691414624452591]","[0.5205002427101135, 0.6305703520774841, -0.031042272225022316]","[0.4673958718776703, 0.6263731718063354, -0.07161542028188705]","[0.42379045486450195, 0.6265770196914673, -0.07655066251754761]","[0.4433770179748535, 0.39583003520965576, 0.07479041814804077]","[0.441850870847702, 0.7199093103408813, -0.07605279982089996]"
"[0.4963518977165222, 0.5023701786994934, 0.0560714453458786]","[0.5352457165718079, 0.49131518602371216, 0.05776144564151764]","[0.5696998238563538, 0.49209946393966675, 0.06576316803693771]","[0.5934456586837769, 0.5011669993400574, 0.08648593723773956]","[0.5685526132583618, 0.5069854855537415, 0.06290023028850555]","[0.5344755053520203, 0.5070356726646423, 0.05385204404592514]","[0.376764178276062, 0.503254234790802, 0.046532679349184036]","[0.34266379475593567, 0.49312976002693176, 0.03692956641316414]","[0.3074326813220978, 0.4949278235435486, 0.037852223962545395]","[0.28006184101104736, 0.5043055415153503, 0.053605712950229645]","[0.3100050389766693, 0.5093509554862976, 0.035660773515701294]","[0.34520208835601807, 0.5083878636360168, 0.03351104259490967]","[0.3606022596359253, 0.6312170624732971, -0.04826799035072327]","[0.4268428683280945, 0.6215171217918396, -0.07380574196577072]","[0.46918395161628723, 0.621130645275116, -0.06879503279924393]","[0.522270917892456, 0.6295377612113953, -0.030312873423099518]","[0.46922504901885986, 0.6254948377609253, -0.0713527649641037]","[0.42564377188682556, 0.6258883476257324, -0.07654647529125214]","[0.44078290462493896, 0.39681434631347656, 0.07527510076761246]","[0.4458608031272888, 0.7194339036941528, -0.07730040699243546]"
"[0.49656373262405396, 0.5020333528518677, 0.057278573513031006]","[0.5357323884963989, 0.4910750389099121, 0.05918751657009125]","[0.570507287979126, 0.49168848991394043, 0.06746767461299896]","[0.5945959091186523, 0.5006032586097717, 0.08853231370449066]","[0.5695317387580872, 0.5066127777099609, 0.06445895880460739]","[0.535061776638031, 0.5067077875137329, 0.05520734563469887]","[0.3750147819519043, 0.5035128593444824, 0.047076351940631866]","[0.3403538167476654, 0.4937250018119812, 0.03723212704062462]","[0.3046790063381195, 0.4956938624382019, 0.0381331630051136]","[0.27692386507987976, 0.5051277875900269, 0.05401185154914856]","[0.3074289560317993, 0.5100920796394348, 0.03587400168180466]","[0.34312865138053894, 0.5089009404182434, 0.03382313996553421]","[0.3604946732521057, 0.6323611736297607, -0.050044938921928406]","[0.42710837721824646, 0.6219221353530884, -0.07557039707899094]","[0.46960723400115967, 0.6214261054992676, -0.07032686471939087]","[0.5228745341300964, 0.630225658416748, -0.031237686052918434]","[0.4698452949523926, 0.6261900663375854, -0.07272671908140182]","[0.4258263409137726, 0.6267179846763611, -0.07811382412910461]","[0.4391831159591675, 0.39663171768188477, 0.07738164067268372]","[0.44713732600212097, 0.7204982042312622, -0.07850217074155807]"
"[0.4966726005077362, 0.5023514032363892, 0.05372416973114014]","[0.5360929369926453, 0.49120283126831055, 0.0549074187874794]","[0.5708956122398376, 0.4918464720249176, 0.0629950538277626]","[0.5945585370063782, 0.5006990432739258, 0.0841141939163208]","[0.5691989660263062, 0.5068317651748657, 0.060460276901721954]","[0.534736156463623, 0.5069043636322021, 0.05144304782152176]","[0.37538573145866394, 0.5033213496208191, 0.04439442232251167]","[0.3406185507774353, 0.4931555986404419, 0.03455628827214241]","[0.30467891693115234, 0.4948940575122833, 0.035716570913791656]","[0.2774222493171692, 0.5041868686676025, 0.05194695666432381]","[0.3081386983394623, 0.5095428824424744, 0.03382965922355652]","[0.343873530626297, 0.5085040926933289, 0.03159688413143158]","[0.36168450117111206, 0.6311638355255127, -0.045903656631708145]","[0.4275132715702057, 0.6221407651901245, -0.0717104896903038]","[0.4698854684829712, 0.6216570138931274, -0.06681573390960693]","[0.5231606960296631, 0.6291753053665161, -0.028413429856300354]","[0.4700410068035126, 0.6256144642829895, -0.06909820437431335]","[0.42642369866371155, 0.6260786652565002, -0.07416136562824249]","[0.44013887643814087, 0.39785251021385193, 0.06918824464082718]","[0.44646546244621277, 0.7190510034561157, -0.07088998705148697]"
"[0.4976222515106201, 0.5020522475242615, 0.055264171212911606]","[0.5375096797943115, 0.49108371138572693, 0.056267134845256805]","[0.5725923180580139, 0.49196159839630127, 0.06420306116342545]","[0.596504807472229, 0.5011063814163208, 0.08533433079719543]","[0.5709471702575684, 0.507044792175293, 0.06146369129419327]","[0.536240816116333, 0.5069360733032227, 0.05254679545760155]","[0.37561243772506714, 0.5026803612709045, 0.046566687524318695]","[0.3408564031124115, 0.49243584275245667, 0.036982230842113495]","[0.3048626184463501, 0.49422186613082886, 0.038346268236637115]","[0.2775768041610718, 0.5036734938621521, 0.054780684411525726]","[0.30790576338768005, 0.5089935660362244, 0.03618188947439194]","[0.3436826467514038, 0.5079931020736694, 0.03370411694049835]","[0.36276721954345703, 0.6313278079032898, -0.0484042763710022]","[0.4275796413421631, 0.6219739317893982, -0.0735463872551918]","[0.4689335525035858, 0.6215488314628601, -0.06897040456533432]","[0.522081732749939, 0.6295263171195984, -0.03196282312273979]","[0.4693799614906311, 0.6252142786979675, -0.07140593975782394]","[0.42639124393463135, 0.625628650188446, -0.07617909461259842]","[0.44154098629951477, 0.3972867727279663, 0.07368466258049011]","[0.44508180022239685, 0.7184339761734009, -0.07441498339176178]"
"[0.4965001344680786, 0.5023351907730103, 0.05560022592544556]","[0.5361114144325256, 0.49153438210487366, 0.05716415494680405]","[0.5709205865859985, 0.4925089180469513, 0.06547911465167999]","[0.5945314168930054, 0.5015226006507874, 0.08672161400318146]","[0.5690757036209106, 0.5072361826896667, 0.0628030002117157]","[0.5346432328224182, 0.5070747137069702, 0.053481146693229675]","[0.3754626512527466, 0.5025561451911926, 0.04530026391148567]","[0.34110158681869507, 0.49240243434906006, 0.035313352942466736]","[0.30541497468948364, 0.49408748745918274, 0.036185987293720245]","[0.2779080271720886, 0.5032481551170349, 0.052179135382175446]","[0.30846965312957764, 0.5084056854248047, 0.03412862494587898]","[0.34396839141845703, 0.5075251460075378, 0.032123763114213943]","[0.3616154193878174, 0.6309529542922974, -0.04863768443465233]","[0.4267551898956299, 0.62199866771698, -0.0729050487279892]","[0.46806952357292175, 0.6217209100723267, -0.06775606423616409]","[0.5205093622207642, 0.6297124624252319, -0.030238885432481766]","[0.4684711694717407, 0.6248781085014343, -0.07046753168106079]","[0.4258330762386322, 0.6251540184020996, -0.075858473777771]","[0.44144871830940247, 0.3971671164035797, 0.07250324636697769]","[0.4442942142486572, 0.7187874913215637, -0.0743187889456749]"
"[0.49799543619155884, 0.5019204020500183, 0.057264987379312515]","[0.5372911095619202, 0.4910188615322113, 0.059162989258766174]","[0.5720651149749756, 0.4918302297592163, 0.06754074990749359]","[0.5959357619285583, 0.5009763240814209, 0.08873080462217331]","[0.5709030628204346, 0.5068424940109253, 0.06457017362117767]","[0.536426305770874, 0.5067967176437378, 0.055177394300699234]","[0.37592971324920654, 0.502763032913208, 0.04669798165559769]","[0.3412296772003174, 0.4927394986152649, 0.03680948540568352]","[0.3053275942802429, 0.49456238746643066, 0.03758357837796211]","[0.2775835394859314, 0.5040608048439026, 0.053456030786037445]","[0.3083418607711792, 0.509207546710968, 0.03530018776655197]","[0.3441914916038513, 0.5081092119216919, 0.0333092100918293]","[0.36358386278152466, 0.6310134530067444, -0.05064765363931656]","[0.4300101101398468, 0.6211324334144592, -0.0750623345375061]","[0.47179701924324036, 0.6207362413406372, -0.06968286633491516]","[0.5243536233901978, 0.6293294429779053, -0.031331323087215424]","[0.4720683693885803, 0.6243864893913269, -0.07215381413698196]","[0.4289476275444031, 0.6247861385345459, -0.07777915149927139]","[0.44034716486930847, 0.3968278765678406, 0.0765625387430191]","[0.44999298453330994, 0.7190907597541809, -0.07797586917877197]"
